iter	RMSE
1664	1.377938949
1665	1.377836638
1666	1.377757436
1667	1.377685334
1668	1.377538551
1669	1.377471274
1670	1.377076925
1671	1.376402977
1672	1.376354886
1673	1.376215291
1674	1.376138381
1675	1.376051804
1676	1.375659117
1677	1.37548548
1678	1.375383081
1679	1.375238998
1680	1.374884898
1681	1.374732943
1682	1.374574203
1683	1.374436384
1684	1.3740777
1685	1.373680997
1686	1.373415625
1687	1.373279379
1688	1.373193324
1689	1.372967516
1690	1.372310278
1691	1.372098495
1692	1.371916878
1693	1.371840784
1694	1.371742666
1695	1.371670362
1696	1.371475229
1697	1.371356968
1698	1.371263172
1699	1.37118052
1700	1.370975294
1701	1.370859802
1702	1.370763657
1703	1.370477144
1704	1.37042327
1705	1.370275328
1706	1.370207905
1707	1.370119432
1708	1.370025909
1709	1.369950419
1710	1.369343563
1711	1.369126833
1712	1.368915159
1713	1.368780265
1714	1.368635767
1715	1.368590165
1716	1.368115954
1717	1.367779379
1718	1.367667167
1719	1.367523607
1720	1.367267005
1721	1.367023135
1722	1.366942662
1723	1.366850788
1724	1.366812939
1725	1.366740154
1726	1.366600388
1727	1.366397645
1728	1.366333267
1729	1.365863657
1730	1.365673615
1731	1.365571245
1732	1.365480294
1733	1.365322445
1734	1.36516648
1735	1.365077968
1736	1.365001609
1737	1.364896276
1738	1.364793472
1739	1.364694627
1740	1.364633539
1741	1.364589262
1742	1.364400756
1743	1.364046685
1744	1.363867323
1745	1.363327932
1746	1.363137112
1747	1.363040369
1748	1.362935081
1749	1.362868311
1750	1.362761553
1751	1.362700001
1752	1.36259981
1753	1.362418627
1754	1.361709016
1755	1.361419613
1756	1.361326178
1757	1.361228533
1758	1.361097406
1759	1.36089378
1760	1.360430618
1761	1.36029311
1762	1.360227008
1763	1.360067108
1764	1.359995122
1765	1.359883262
1766	1.359285236
1767	1.359176543
1768	1.359068311
1769	1.359020899
1770	1.358901609
1771	1.358508234
1772	1.358259977
1773	1.358204989
1774	1.35812079
1775	1.358056041
1776	1.35773368
1777	1.3576766
1778	1.357581834
1779	1.357401264
1780	1.357334165
1781	1.357220938
1782	1.357011758
1783	1.356962906
1784	1.356780474
1785	1.356365447
1786	1.356075372
1787	1.355739135
1788	1.355594038
1789	1.355291874
1790	1.355190873
1791	1.355015775
1792	1.354952687
1793	1.354782895
1794	1.354662429
1795	1.353962618
1796	1.353849241
1797	1.353580549
1798	1.35343969
1799	1.353357039
1800	1.353248457
1801	1.353207044
1802	1.353125507
1803	1.353068735
1804	1.352897669
1805	1.352773093
1806	1.352682546
1807	1.351818312
1808	1.351552328
1809	1.351414649
1810	1.351319035
1811	1.351216865
1812	1.351077695
1813	1.350853207
1814	1.35076047
1815	1.350343062
1816	1.350077455
1817	1.350026062
1818	1.349874002
1819	1.349676138
1820	1.349520717
1821	1.349357849
1822	1.349248206
1823	1.349161316
1824	1.349006823
1825	1.348941781
1826	1.348633159
1827	1.34853347
1828	1.348434425
1829	1.348342434
1830	1.348155587
1831	1.34807553
1832	1.347984285
1833	1.347809252
1834	1.347223532
1835	1.34716634
1836	1.347021986
1837	1.346837781
1838	1.3467383
1839	1.346559668
1840	1.346403565
1841	1.346332476
1842	1.346257506
1843	1.345980481
1844	1.345929984
1845	1.345852745
1846	1.345629197
1847	1.345349754
1848	1.345220189
1849	1.345183934
1850	1.344905872
1851	1.344802939
1852	1.344745928
1853	1.344657112
1854	1.344356117
1855	1.34415281
1856	1.343969636
1857	1.343635488
1858	1.34347814
1859	1.343230395
1860	1.34314253
1861	1.343066736
1862	1.342924214
1863	1.342847973
1864	1.34252886
1865	1.342480376
1866	1.342394841
1867	1.342254519
1868	1.342080223
1869	1.341484747
1870	1.341332815
1871	1.341205992
1872	1.341104236
1873	1.340953714
1874	1.340432722
1875	1.340301304
1876	1.340261275
1877	1.340220834
1878	1.340176645
1879	1.339702492
1880	1.339006468
1881	1.338876638
1882	1.338808505
1883	1.338761604
1884	1.338592363
1885	1.338464009
1886	1.338325241
1887	1.33823662
1888	1.338161317
1889	1.338060978
1890	1.337810935
1891	1.337725206
1892	1.337635918
1893	1.337377332
1894	1.33733765
1895	1.337225616
1896	1.337183261
1897	1.337098998
1898	1.337036743
1899	1.336954668
1900	1.336747256
1901	1.336657345
1902	1.336434091
1903	1.336244265
1904	1.336184775
1905	1.335855275
1906	1.335775083
1907	1.335658004
1908	1.335614328
1909	1.335544671
1910	1.335453893
1911	1.335351879
1912	1.335179708
1913	1.335023782
1914	1.33496276
1915	1.334914104
1916	1.334790829
1917	1.334538745
1918	1.334193205
1919	1.334115479
1920	1.334065781
1921	1.333883742
1922	1.333765867
1923	1.333690605
1924	1.333614188
1925	1.333537681
1926	1.332947717
1927	1.332886049
1928	1.332758491
1929	1.332629426
1930	1.332571266
1931	1.332458008
1932	1.332373923
1933	1.332037436
1934	1.331973011
1935	1.331885041
1936	1.331755333
1937	1.331605292
1938	1.331375041
1939	1.331263499
1940	1.331209275
1941	1.331137841
1942	1.331082783
1943	1.330792815
1944	1.330641969
1945	1.330570478
1946	1.33049676
1947	1.330451699
1948	1.330256964
1949	1.330152541
1950	1.330079311
1951	1.330030365
1952	1.3299078
1953	1.329603186
1954	1.329498546
1955	1.329390309
1956	1.328696869
1957	1.328628809
1958	1.328282825
1959	1.328122678
1960	1.327810821
1961	1.327741342
1962	1.327683883
1963	1.327439021
1964	1.32726069
1965	1.327210971
1966	1.327109692
1967	1.327050153
1968	1.326901628
1969	1.326764305
1970	1.326688374
1971	1.326596487
1972	1.326512714
1973	1.326390971
1974	1.326291688
1975	1.326253638
1976	1.32603895
1977	1.325959702
1978	1.325828961
1979	1.325658821
1980	1.32553266
1981	1.325387848
1982	1.325331564
1983	1.325064793
1984	1.324870242
1985	1.324774289
1986	1.324651033
1987	1.324516089
1988	1.324382508
1989	1.324189326
1990	1.324087803
1991	1.323799174
1992	1.323679057
1993	1.323587718
1994	1.323512756
1995	1.323445355
1996	1.323345606
1997	1.322721901
1998	1.322636397
1999	1.322263301
2000	1.3221335
2001	1.322061494
2002	1.321926647
2003	1.32185566
2004	1.321743862
2005	1.321365934
2006	1.321252908
2007	1.321183346
2008	1.320872564
2009	1.320814004
2010	1.320740937
2011	1.320427478
2012	1.320370191
2013	1.320305346
2014	1.319941643
2015	1.319866636
2016	1.319741636
2017	1.319678919
2018	1.319556861
2019	1.319457399
2020	1.319398184
2021	1.31931453
2022	1.318812023
2023	1.318387027
2024	1.318130025
2025	1.318059361
2026	1.318014627
2027	1.317912396
2028	1.317818687
2029	1.317694232
2030	1.317585398
2031	1.317522129
2032	1.31747156
2033	1.317402148
2034	1.317264753
2035	1.317191716
2036	1.317141804
2037	1.316723779
2038	1.316644931
2039	1.316560809
2040	1.315519044
2041	1.315471225
2042	1.315367441
2043	1.315233882
2044	1.314981499
2045	1.314910407
2046	1.314846705
2047	1.314731254
2048	1.314586934
2049	1.31453907
2050	1.314510525
2051	1.314398103
2052	1.314223616
2053	1.314094018
2054	1.313870521
2055	1.313736588
2056	1.313550794
2057	1.313322501
2058	1.313154911
2059	1.313066163
2060	1.312794314
2061	1.312658489
2062	1.312600492
2063	1.312445477
2064	1.312292583
2065	1.312086397
2066	1.31201342
2067	1.311881862
2068	1.311844384
2069	1.311717521
2070	1.311633777
2071	1.3112512
2072	1.311016773
2073	1.310967513
2074	1.310924438
2075	1.31071494
2076	1.310657304
2077	1.31059968
2078	1.31051536
2079	1.31019639
2080	1.310023431
2081	1.309924169
2082	1.309838537
2083	1.309761718
2084	1.309649358
2085	1.309463944
2086	1.309389069
2087	1.309323943
2088	1.30923981
2089	1.309151672
2090	1.309101947
2091	1.308919206
2092	1.308864934
2093	1.308808545
2094	1.307863191
2095	1.307792586
2096	1.307634788
2097	1.307513088
2098	1.307436802
2099	1.307057257
2100	1.306994369
2101	1.306930075
2102	1.306737367
2103	1.306700595
2104	1.306599191
2105	1.306558728
2106	1.306448491
2107	1.306219035
2108	1.305934547
2109	1.305883328
2110	1.305806102
2111	1.305642684
2112	1.305567685
2113	1.305448952
2114	1.305414999
2115	1.305208825
2116	1.30498288
2117	1.304912374
2118	1.304710986
2119	1.304656217
2120	1.304595801
2121	1.304561183
2122	1.304228088
2123	1.304119783
2124	1.30396696
2125	1.303909258
2126	1.303871465
2127	1.303818404
2128	1.30375396
2129	1.303685358
2130	1.303602743
2131	1.303235597
2132	1.302782917
2133	1.302704624
2134	1.30258371
2135	1.302518029
2136	1.302370786
2137	1.302267808
2138	1.30224225
2139	1.302168032
2140	1.301599477
2141	1.301556985
2142	1.301436692
2143	1.301365987
2144	1.301256537
2145	1.301048604
2146	1.300942155
2147	1.300876014
2148	1.300761088
2149	1.300659895
2150	1.300634376
2151	1.300469584
2152	1.300421385
2153	1.300328015
2154	1.300176373
2155	1.300013564
2156	1.299972903
2157	1.299868096
2158	1.299774058
2159	1.299681277
2160	1.299363691
2161	1.29923929
2162	1.299169317
2163	1.299073043
2164	1.298957341
2165	1.298731695
2166	1.298471421
2167	1.298366604
2168	1.298227345
2169	1.298111499
2170	1.297832394
2171	1.297763863
2172	1.297703233
2173	1.297638304
2174	1.29759187
2175	1.297453057
2176	1.297395557
2177	1.297335792
2178	1.297052582
2179	1.296913116
2180	1.296799096
2181	1.296721475
2182	1.296598474
2183	1.296528584
2184	1.296446551
2185	1.296410183
2186	1.29634019
2187	1.296200687
2188	1.295973822
2189	1.295769242
2190	1.295717029
2191	1.295587435
2192	1.295503477
2193	1.295466056
2194	1.294992468
2195	1.294870552
2196	1.294812272
2197	1.294713491
2198	1.294475912
2199	1.294385919
2200	1.294305347
2201	1.294221886
2202	1.294135934
2203	1.294009605
2204	1.29383419
2205	1.293779958
2206	1.293708776
2207	1.293633527
2208	1.293554203
2209	1.293451406
2210	1.293358649
2211	1.293304785
2212	1.293212631
2213	1.293151536
2214	1.293076016
2215	1.292970428
2216	1.292910476
2217	1.292881138
2218	1.292852005
2219	1.292744872
2220	1.292683641
2221	1.292585873
2222	1.292537181
2223	1.292328976
2224	1.292172818
2225	1.292126185
2226	1.292031532
2227	1.291951749
2228	1.291681311
2229	1.291579035
2230	1.291483317
2231	1.291362749
2232	1.290942803
2233	1.290904534
2234	1.290808783
2235	1.290651989
2236	1.290533149
2237	1.29016961
2238	1.289999785
2239	1.28991719
2240	1.289881313
2241	1.289752045
2242	1.289714188
2243	1.289558165
2244	1.289516822
2245	1.289408005
2246	1.28929743
2247	1.289172253
2248	1.289086021
2249	1.28900662
2250	1.288863238
2251	1.288752703
2252	1.288649375
2253	1.288544421
2254	1.288012713
2255	1.287819018
2256	1.287556287
2257	1.287509669
2258	1.287222239
2259	1.287164318
2260	1.287088091
2261	1.287015738
2262	1.28697107
2263	1.286897149
2264	1.286797644
2265	1.286709532
2266	1.286558174
2267	1.28650685
2268	1.285807526
2269	1.285674895
2270	1.285566138
2271	1.285498118
2272	1.285058279
2273	1.28502748
2274	1.284954947
2275	1.284889752
2276	1.284764492
2277	1.28467151
2278	1.284581914
2279	1.284493767
2280	1.284384141
2281	1.284330262
2282	1.28426735
2283	1.284184116
2284	1.28400956
2285	1.283964885
2286	1.283904965
2287	1.283708566
2288	1.283644182
2289	1.283541022
2290	1.283473778
2291	1.283265681
2292	1.283215764
2293	1.283149823
2294	1.283088239
2295	1.283042026
2296	1.282966889
2297	1.282809197
2298	1.282756215
2299	1.282604036
2300	1.282549519
2301	1.282413246
2302	1.282326696
2303	1.281945257
2304	1.281878831
2305	1.281849237
2306	1.281812074
2307	1.281750574
2308	1.281634753
2309	1.280753699
2310	1.280575472
2311	1.280529372
2312	1.280393696
2313	1.280066737
2314	1.279930795
2315	1.279813441
2316	1.279780107
2317	1.279721944
2318	1.279267072
2319	1.279061762
2320	1.278988411
2321	1.278594189
2322	1.278473091
2323	1.27827435
2324	1.278192525
2325	1.278050542
2326	1.277981539
2327	1.277936272
2328	1.277867391
2329	1.277807462
2330	1.277663937
2331	1.277563183
2332	1.27730478
2333	1.277220311
2334	1.27707998
2335	1.27698919
2336	1.276939828
2337	1.276583694
2338	1.276530463
2339	1.276489277
2340	1.276416233
2341	1.276326229
2342	1.276277597
2343	1.276242547
2344	1.276175291
2345	1.276056643
2346	1.276024027
2347	1.275980913
2348	1.275894635
2349	1.275856994
2350	1.275333071
2351	1.275294502
2352	1.274963248
2353	1.274798375
2354	1.274690632
2355	1.2738771
2356	1.273818249
2357	1.27372158
2358	1.273656117
2359	1.273614545
2360	1.273527057
2361	1.273489727
2362	1.273189094
2363	1.273067347
2364	1.272980138
2365	1.272951075
2366	1.27291034
2367	1.272859922
2368	1.27256227
2369	1.272443699
2370	1.272378676
2371	1.272111768
2372	1.271382381
2373	1.271341234
2374	1.271230084
2375	1.271029104
2376	1.270955946
2377	1.270858788
2378	1.270793487
2379	1.270758649
2380	1.270702269
2381	1.270594019
2382	1.270324223
2383	1.270218705
2384	1.270130764
2385	1.270087694
2386	1.269921651
2387	1.269875805
2388	1.269785686
2389	1.269652149
2390	1.269345371
2391	1.269294919
2392	1.268961041
2393	1.268895155
2394	1.268732854
2395	1.268668998
2396	1.268549978
2397	1.268488354
2398	1.268386799
2399	1.268266825
2400	1.268123169
2401	1.267992739
2402	1.267893802
2403	1.267640806
2404	1.267502784
2405	1.267395517
2406	1.267272839
2407	1.267212445
2408	1.267123799
2409	1.267071503
2410	1.266993816
2411	1.26687471
2412	1.266776232
2413	1.266747426
2414	1.266521069
2415	1.266462834
2416	1.266322316
2417	1.266076357
2418	1.265873388
2419	1.265818816
2420	1.265694977
2421	1.265547324
2422	1.265458488
2423	1.265408637
2424	1.265152469
2425	1.264808478
2426	1.264754053
2427	1.264359421
2428	1.264314864
2429	1.264283298
2430	1.264235261
2431	1.263842881
2432	1.263771657
2433	1.263517869
2434	1.263320537
2435	1.263214815
2436	1.263152209
2437	1.262842232
2438	1.262747319
2439	1.262701178
2440	1.26256856
2441	1.262516123
2442	1.262493872
2443	1.262383024
2444	1.262133175
2445	1.262083464
2446	1.261705224
2447	1.261583758
2448	1.261536998
2449	1.261492589
2450	1.261458863
2451	1.261339547
2452	1.261257366
2453	1.261169294
2454	1.260589645
2455	1.260558833
2456	1.260406797
2457	1.260200163
2458	1.259580579
2459	1.259444026
2460	1.259391729
2461	1.259050636
2462	1.25898227
2463	1.258876632
2464	1.258839475
2465	1.258789247
2466	1.258579719
2467	1.258405145
2468	1.258178851
2469	1.25813884
2470	1.257949381
2471	1.257839036
2472	1.257731279
2473	1.257659753
2474	1.257509142
2475	1.257460763
2476	1.257243048
2477	1.257073096
2478	1.256800284
2479	1.256653357
2480	1.25659513
2481	1.256423277
2482	1.256371366
2483	1.256241452
2484	1.256189421
2485	1.256139817
2486	1.255832687
2487	1.255791205
2488	1.255746208
2489	1.255642439
2490	1.255569147
2491	1.25551072
2492	1.255464216
2493	1.255238691
2494	1.25517493
2495	1.255150546
2496	1.25509
2497	1.25505059
2498	1.25496593
2499	1.254718297
2500	1.25466732
2501	1.254621819
2502	1.254556682
2503	1.254524352
2504	1.254447594
2505	1.254387391
2506	1.254345165
2507	1.254284513
2508	1.254202943
2509	1.2540294
2510	1.25399597
2511	1.253956049
2512	1.253857766
2513	1.25377691
2514	1.25360473
2515	1.25345245
2516	1.253310755
2517	1.2531943
2518	1.253076931
2519	1.252913174
2520	1.252881171
2521	1.252680611
2522	1.252643386
2523	1.252434246
2524	1.252337431
2525	1.252276226
2526	1.252203237
2527	1.252112545
2528	1.252060388
2529	1.252026344
2530	1.251906221
2531	1.251876979
2532	1.251730854
2533	1.251620734
2534	1.251548706
2535	1.251393258
2536	1.251256145
2537	1.251191028
2538	1.251084844
2539	1.250825146
2540	1.25079591
2541	1.250754432
2542	1.250712538
2543	1.250649458
2544	1.250546174
2545	1.249671111
2546	1.249562704
2547	1.249477994
2548	1.249410727
2549	1.249366003
2550	1.249342536
2551	1.249190274
2552	1.249120545
2553	1.248987073
2554	1.248903646
2555	1.248828609
2556	1.248751721
2557	1.248668605
2558	1.248616405
2559	1.248382403
2560	1.248326318
2561	1.247945359
2562	1.247795331
2563	1.24759178
2564	1.247559919
2565	1.247437252
2566	1.247392226
2567	1.247290333
2568	1.247095017
2569	1.246985828
2570	1.246934609
2571	1.246758182
2572	1.246661585
2573	1.246513211
2574	1.246418724
2575	1.246361585
2576	1.246155037
2577	1.246129991
2578	1.246011152
2579	1.24598501
2580	1.245922162
2581	1.245882007
2582	1.245562861
2583	1.245476162
2584	1.245433334
2585	1.245293568
2586	1.245096825
2587	1.244765833
2588	1.244697506
2589	1.244544593
2590	1.244496821
2591	1.244440946
2592	1.24437525
2593	1.244308053
2594	1.244246393
2595	1.244134935
2596	1.244088625
2597	1.243993736
2598	1.243863804
2599	1.243796742
2600	1.243704044
2601	1.243638706
2602	1.243589229
2603	1.2432658
2604	1.243158168
2605	1.243038754
2606	1.242975221
2607	1.242904429
2608	1.242812696
2609	1.242783188
2610	1.242611684
2611	1.242570373
2612	1.242242642
2613	1.242077984
2614	1.241956366
2615	1.241847471
2616	1.241802171
2617	1.241619496
2618	1.241556961
2619	1.241496816
2620	1.241452413
2621	1.241304334
2622	1.241223343
2623	1.241023764
2624	1.240444179
2625	1.240386183
2626	1.240319364
2627	1.240249713
2628	1.24015007
2629	1.239968311
2630	1.239876864
2631	1.239426444
2632	1.239333935
2633	1.239306813
2634	1.239195406
2635	1.239118954
2636	1.239088443
2637	1.239028695
2638	1.238936736
2639	1.238893038
2640	1.238796336
2641	1.238665719
2642	1.238438851
2643	1.238388528
2644	1.238346958
2645	1.238157422
2646	1.238051013
2647	1.237926727
2648	1.23760008
2649	1.237527399
2650	1.237481632
2651	1.237317255
2652	1.237188864
2653	1.237124223
2654	1.23705755
2655	1.236533815
2656	1.236476515
2657	1.236398503
2658	1.23633804
2659	1.236114833
2660	1.23599975
2661	1.23569638
2662	1.235571043
2663	1.2355366
2664	1.235339811
2665	1.2348751
2666	1.234643067
2667	1.234586968
2668	1.234450691
2669	1.234377924
2670	1.234319254
2671	1.234198167
2672	1.234153714
2673	1.233932294
2674	1.233737154
2675	1.233703235
2676	1.233654744
2677	1.233557823
2678	1.233528199
2679	1.233457573
2680	1.233427282
2681	1.233399405
2682	1.233331173
2683	1.233295235
2684	1.233271523
2685	1.233246266
2686	1.233190167
2687	1.233103594
2688	1.232994145
2689	1.232933442
2690	1.232891995
2691	1.232551483
2692	1.232453248
2693	1.232246501
2694	1.232169644
2695	1.232084615
2696	1.231977371
2697	1.231902422
2698	1.231855283
2699	1.231802911
2700	1.231741109
2701	1.231709133
2702	1.231607975
2703	1.231525379
2704	1.231331136
2705	1.231277221
2706	1.231179864
2707	1.230975047
2708	1.230928444
2709	1.230888253
2710	1.230834554
2711	1.23075452
2712	1.230688087
2713	1.230381183
2714	1.230341381
2715	1.230237812
2716	1.230184576
2717	1.230131381
2718	1.230097302
2719	1.229975997
2720	1.229880258
2721	1.229755389
2722	1.229692327
2723	1.229656537
2724	1.229492699
2725	1.229270567
2726	1.229022151
2727	1.228965186
2728	1.228479408
2729	1.228419864
2730	1.228364071
2731	1.2283119
2732	1.228265504
2733	1.228163415
2734	1.228088558
2735	1.228033993
2736	1.228003818
2737	1.227920114
2738	1.227893
2739	1.227847057
2740	1.22761171
2741	1.227443234
2742	1.2273994
2743	1.227294261
2744	1.227227817
2745	1.227198581
2746	1.226710428
2747	1.226578697
2748	1.226527039
2749	1.226464211
2750	1.2263888
2751	1.226357126
2752	1.226220521
2753	1.225997915
2754	1.225954424
2755	1.225911406
2756	1.225873615
2757	1.225823254
2758	1.225776775
2759	1.225714635
2760	1.225685815
2761	1.225547982
2762	1.225455369
2763	1.225405481
2764	1.22531304
2765	1.22524695
2766	1.225206625
2767	1.225154705
2768	1.225106609
2769	1.22506066
2770	1.224937143
2771	1.224831875
2772	1.224803441
2773	1.22477777
2774	1.224696238
2775	1.224490794
2776	1.224435605
2777	1.224006881
2778	1.223796164
2779	1.22372103
2780	1.223572372
2781	1.223545193
2782	1.223500284
2783	1.22336373
2784	1.223309652
2785	1.223093984
2786	1.223009215
2787	1.222939697
2788	1.222838633
2789	1.222783397
2790	1.222595578
2791	1.222559192
2792	1.222499985
2793	1.222293153
2794	1.222143087
2795	1.222082241
2796	1.221868539
2797	1.221831823
2798	1.22179184
2799	1.221744879
2800	1.221716674
2801	1.221660363
2802	1.221594535
2803	1.221528247
2804	1.221399018
2805	1.221343044
2806	1.221262392
2807	1.221211846
2808	1.221170939
2809	1.221137109
2810	1.221031863
2811	1.22099018
2812	1.22097043
2813	1.220834046
2814	1.220781302
2815	1.22068508
2816	1.220622287
2817	1.220556758
2818	1.22028092
2819	1.220119681
2820	1.219902741
2821	1.219667361
2822	1.219622094
2823	1.219431278
2824	1.21934968
2825	1.219290341
2826	1.219253072
2827	1.219054295
2828	1.218940657
2829	1.218764302
2830	1.21861472
2831	1.218528564
2832	1.218494331
2833	1.218392889
2834	1.218261344
2835	1.218192373
2836	1.218098282
2837	1.217974346
2838	1.217719589
2839	1.217652313
2840	1.217603366
2841	1.217543594
2842	1.217487335
2843	1.217453447
2844	1.217412509
2845	1.217392734
2846	1.217155447
2847	1.217121922
2848	1.21701799
2849	1.216806957
2850	1.216713281
2851	1.216652022
2852	1.216574383
2853	1.216490314
2854	1.216366725
2855	1.216283367
2856	1.216232065
2857	1.216166241
2858	1.21611426
2859	1.216072976
2860	1.21602106
2861	1.215830479
2862	1.215774966
2863	1.215629921
2864	1.215554802
2865	1.215466575
2866	1.215407049
2867	1.215289799
2868	1.215242002
2869	1.215219871
2870	1.21516723
2871	1.215004828
2872	1.2147559
2873	1.214705468
2874	1.214479698
2875	1.214454306
2876	1.214340707
2877	1.21423314
2878	1.214163171
2879	1.214133097
2880	1.21410087
2881	1.213991743
2882	1.213850056
2883	1.213823228
2884	1.213792914
2885	1.213742358
2886	1.213540676
2887	1.213492806
2888	1.213384731
2889	1.213333372
2890	1.213248734
2891	1.213202405
2892	1.213131373
2893	1.213088669
2894	1.213067428
2895	1.212895267
2896	1.212827695
2897	1.212735034
2898	1.212439661
2899	1.212405911
2900	1.212380717
2901	1.212271249
2902	1.212203735
2903	1.212032218
2904	1.211991286
2905	1.211863941
2906	1.211810854
2907	1.211278278
2908	1.211207014
2909	1.211009613
2910	1.210711481
2911	1.210555202
2912	1.210502583
2913	1.210449355
2914	1.210400325
2915	1.210348558
2916	1.210302128
2917	1.210263422
2918	1.21023359
2919	1.210147517
2920	1.210083738
2921	1.209900432
2922	1.209855818
2923	1.209769418
2924	1.209737182
2925	1.20970721
2926	1.209647953
2927	1.209564638
2928	1.209197539
2929	1.209156217
2930	1.209008534
2931	1.20891069
2932	1.208816996
2933	1.208790458
2934	1.208671022
2935	1.208588781
2936	1.208493292
2937	1.208316875
2938	1.208272013
2939	1.20821664
2940	1.208136925
2941	1.207993153
2942	1.207926032
2943	1.207602508
2944	1.207537258
2945	1.207498983
2946	1.207479379
2947	1.207422181
2948	1.207373346
2949	1.207337894
2950	1.207303199
2951	1.207251601
2952	1.207011963
2953	1.206908181
2954	1.206877163
2955	1.206778699
2956	1.206712908
2957	1.206694103
2958	1.206604155
2959	1.206545132
2960	1.206292066
2961	1.206246772
2962	1.206218758
2963	1.205944694
2964	1.205894365
2965	1.205662331
2966	1.205552096
2967	1.205487502
2968	1.20539654
2969	1.205338829
2970	1.205234705
2971	1.205076619
2972	1.204981498
2973	1.204901218
2974	1.204824261
2975	1.204681113
2976	1.204632219
2977	1.204600585
2978	1.204522456
2979	1.204431589
2980	1.204317823
2981	1.204245012
2982	1.204214933
2983	1.204176162
2984	1.204119544
2985	1.204015111
2986	1.203952157
2987	1.203939949
2988	1.203825075
2989	1.203794464
2990	1.203670247
2991	1.203611159
2992	1.203545581
2993	1.20326045
2994	1.203222953
2995	1.203161472
2996	1.203120929
2997	1.202915336
2998	1.20288319
2999	1.202842725
3000	1.202797888
3001	1.202682737
3002	1.202576813
3003	1.202543464
3004	1.202466111
3005	1.202378447
3006	1.202323369
3007	1.202230927
3008	1.202175991
3009	1.202141712
3010	1.202060413
3011	1.202025787
3012	1.201993561
3013	1.201937188
3014	1.201811148
3015	1.201766991
3016	1.201632533
3017	1.201459832
3018	1.201388641
3019	1.201338877
3020	1.201292082
3021	1.201214771
3022	1.201151477
3023	1.201072501
3024	1.200926442
3025	1.200753092
3026	1.200722222
3027	1.200664286
3028	1.200499301
3029	1.200428416
3030	1.200386233
3031	1.200351221
3032	1.20032667
3033	1.200261376
3034	1.200227086
3035	1.200184582
3036	1.20011782
3037	1.199998131
3038	1.19977482
3039	1.199552287
3040	1.199500378
3041	1.199414809
3042	1.199378008
3043	1.19933753
3044	1.199248174
3045	1.199196963
3046	1.199145073
3047	1.199062226
3048	1.198933765
3049	1.198886175
3050	1.198866279
3051	1.198808715
3052	1.198640189
3053	1.198511084
3054	1.198432031
3055	1.198401465
3056	1.198380021
3057	1.198312626
3058	1.198279526
3059	1.198171044
3060	1.198151819
3061	1.197966493
3062	1.197897305
3063	1.197762681
3064	1.197649804
3065	1.197615314
3066	1.197515405
3067	1.197486597
3068	1.197319761
3069	1.197297137
3070	1.197236443
3071	1.197204817
3072	1.197167919
3073	1.197041529
3074	1.196995459
3075	1.196783738
3076	1.196631801
3077	1.196601764
3078	1.196558105
3079	1.19648768
3080	1.196445411
3081	1.196250743
3082	1.196199961
3083	1.196129655
3084	1.195746189
3085	1.195727096
3086	1.195526217
3087	1.195474811
3088	1.195422976
3089	1.195388851
3090	1.195330622
3091	1.19526341
3092	1.19523678
3093	1.19488735
3094	1.194574023
3095	1.194540493
3096	1.194437265
3097	1.194396715
3098	1.194330398
3099	1.194282624
3100	1.194248208
3101	1.194138003
3102	1.193906705
3103	1.193823066
3104	1.193616729
3105	1.193567913
3106	1.193520746
3107	1.193474061
3108	1.193432649
3109	1.193357919
3110	1.193331905
3111	1.193221559
3112	1.19319942
3113	1.193131158
3114	1.192969153
3115	1.192939562
3116	1.192446359
3117	1.192166591
3118	1.192099298
3119	1.191988209
3120	1.191966848
3121	1.191734929
3122	1.191612774
3123	1.191517394
3124	1.19148042
3125	1.19139542
3126	1.191345982
3127	1.191324003
3128	1.191031241
3129	1.190985359
3130	1.190890536
3131	1.190795435
3132	1.190487796
3133	1.190399077
3134	1.190359459
3135	1.190245595
3136	1.190174433
3137	1.190113178
3138	1.189915427
3139	1.189845084
3140	1.189799781
3141	1.189738557
3142	1.189646937
3143	1.189581313
3144	1.189550111
3145	1.189509456
3146	1.189363166
3147	1.189316018
3148	1.189259299
3149	1.189144131
3150	1.189109633
3151	1.189051321
3152	1.189023822
3153	1.188746701
3154	1.188621858
3155	1.188513181
3156	1.188462825
3157	1.188129404
3158	1.18810576
3159	1.188031829
3160	1.187864912
3161	1.187823891
3162	1.187776044
3163	1.187725562
3164	1.187613979
3165	1.187535699
3166	1.187424517
3167	1.187388834
3168	1.187341991
3169	1.187276727
3170	1.187173057
3171	1.18715051
3172	1.187080724
3173	1.187056478
3174	1.187012653
3175	1.186972766
3176	1.186765974
3177	1.18662609
3178	1.186382645
3179	1.186282276
3180	1.186259044
3181	1.186173382
3182	1.186148839
3183	1.186107752
3184	1.186074905
3185	1.18596761
3186	1.185904616
3187	1.185856765
3188	1.185730116
3189	1.185698092
3190	1.185623682
3191	1.185535718
3192	1.185460456
3193	1.185400451
3194	1.185351319
3195	1.185332687
3196	1.18523457
3197	1.185083867
3198	1.185037212
3199	1.184993035
3200	1.184960849
3201	1.184930327
3202	1.184874433
3203	1.184556008
3204	1.184412645
3205	1.184333471
3206	1.184304207
3207	1.184241049
3208	1.184179554
3209	1.184128002
3210	1.184044607
3211	1.184000692
3212	1.1839234
3213	1.18387641
3214	1.183828647
3215	1.183785469
3216	1.183731723
3217	1.183672214
