iter	RMSE
620	1.699190578
621	1.697758635
622	1.697446836
623	1.697101877
624	1.69701915
625	1.695850478
626	1.695414933
627	1.69471749
628	1.694390251
629	1.694072399
630	1.691845246
631	1.691035237
632	1.690809771
633	1.690484648
634	1.688327602
635	1.687799115
636	1.687185407
637	1.686802353
638	1.686151645
639	1.685074501
640	1.684755595
641	1.684594096
642	1.683985973
643	1.683135723
644	1.682992281
645	1.682818926
646	1.682635685
647	1.682171589
648	1.681878354
649	1.681452713
650	1.681073533
651	1.68079146
652	1.678879213
653	1.678296338
654	1.677922608
655	1.677550108
656	1.677453334
657	1.67706507
658	1.676816631
659	1.67663965
660	1.676388461
661	1.675493507
662	1.674455838
663	1.674141822
664	1.673995664
665	1.673280048
666	1.672852201
667	1.670905013
668	1.670417668
669	1.67005423
670	1.669799598
671	1.669692473
672	1.669367223
673	1.668923897
674	1.668511783
675	1.668157251
676	1.667892816
677	1.667627341
678	1.667431356
679	1.667223656
680	1.666896305
681	1.666366148
682	1.666012851
683	1.665288566
684	1.665080462
685	1.664862844
686	1.66468793
687	1.664560784
688	1.664444101
689	1.66390039
690	1.663415943
691	1.663128133
692	1.66269236
693	1.661085746
694	1.660553318
695	1.659845963
696	1.659648307
697	1.659355806
698	1.658323228
699	1.657547221
700	1.657205819
701	1.657062116
702	1.656990904
703	1.656705637
704	1.656478213
705	1.656229157
706	1.654800729
707	1.654585013
708	1.654192053
709	1.65378005
710	1.653605666
711	1.653180829
712	1.652695954
713	1.651787518
714	1.650985569
715	1.65068316
716	1.650382142
717	1.650073608
718	1.64975392
719	1.649245061
720	1.648888101
721	1.648074263
722	1.647840494
723	1.647736201
724	1.647608028
725	1.647448092
726	1.647165035
727	1.645852047
728	1.645399748
729	1.645007979
730	1.644756769
731	1.644578455
732	1.644042192
733	1.643886806
734	1.642733583
735	1.642000726
736	1.641724445
737	1.641524741
738	1.641150381
739	1.640758587
740	1.640526278
741	1.640277303
742	1.640006863
743	1.639669851
744	1.639497681
745	1.639405706
746	1.638951599
747	1.638616584
748	1.638441433
749	1.638084288
750	1.637593558
751	1.637344547
752	1.63714587
753	1.636753103
754	1.636599742
755	1.635706787
756	1.63558401
757	1.635308275
758	1.634507238
759	1.63438044
760	1.634056612
761	1.633874773
762	1.632988273
763	1.632674383
764	1.630699409
765	1.630549362
766	1.629879146
767	1.629785886
768	1.629597169
769	1.629405056
770	1.62909959
771	1.628255624
772	1.626869786
773	1.626732164
774	1.626209854
775	1.625872329
776	1.625702102
777	1.625347021
778	1.625136513
779	1.624803076
780	1.624583666
781	1.624459921
782	1.624232385
783	1.623234724
784	1.623085826
785	1.621514611
786	1.620994704
787	1.620842961
788	1.619885351
789	1.619496119
790	1.617109792
791	1.616671461
792	1.61656412
793	1.61564833
794	1.615407344
795	1.615193598
796	1.614842807
797	1.614560797
798	1.612438397
799	1.612062338
800	1.61187155
801	1.611720931
802	1.611427002
803	1.611252757
804	1.610090261
805	1.609969493
806	1.609637134
807	1.609295668
808	1.609123079
809	1.608864882
810	1.60853375
811	1.608214822
812	1.6076179
813	1.607273907
814	1.607127213
815	1.60698961
816	1.605683932
817	1.605534213
818	1.604504329
819	1.6042034
820	1.603723563
821	1.603436637
822	1.603101691
823	1.602720926
824	1.602575471
825	1.602234126
826	1.60129766
827	1.600856596
828	1.600428303
829	1.599993784
830	1.59990546
831	1.599785003
832	1.597802927
833	1.597367788
834	1.596678562
835	1.596367533
836	1.59623038
837	1.595956798
838	1.595668512
839	1.594770655
840	1.594335134
841	1.594039928
842	1.593898126
843	1.592805541
844	1.592676794
845	1.592599799
846	1.592031501
847	1.59186896
848	1.591048787
849	1.590873634
850	1.590496379
851	1.590272063
852	1.590081121
853	1.589984411
854	1.589787741
855	1.589468923
856	1.589166585
857	1.589045119
858	1.588936397
859	1.587148492
860	1.58685618
861	1.586466173
862	1.58611935
863	1.585925059
864	1.585646214
865	1.58551519
866	1.584794178
867	1.584454754
868	1.584363231
869	1.584032705
870	1.582238697
871	1.581948047
872	1.581472479
873	1.581316045
874	1.58017179
875	1.580035793
876	1.579872192
877	1.579551074
878	1.57922997
879	1.578923227
880	1.57829877
881	1.578216717
882	1.578099554
883	1.576793382
884	1.576011833
885	1.575756292
886	1.575018185
887	1.574883608
888	1.574285962
889	1.574164093
890	1.57405316
891	1.573877692
892	1.573547128
893	1.573239649
894	1.572888151
895	1.572763347
896	1.57223028
897	1.571922507
898	1.571521258
899	1.571292058
900	1.571062826
901	1.57056585
902	1.570295959
903	1.569838917
904	1.569576666
905	1.569295996
906	1.568848495
907	1.568561778
908	1.568292321
909	1.568154424
910	1.567864077
911	1.567563985
912	1.566936262
913	1.566735974
914	1.566580477
915	1.565870864
916	1.565591794
917	1.565089327
918	1.564694911
919	1.564603946
920	1.564507355
921	1.564325118
922	1.564207456
923	1.563400497
924	1.563300704
925	1.56269995
926	1.560606637
927	1.560412075
928	1.560260409
929	1.560011342
930	1.559448044
931	1.559250965
932	1.559119637
933	1.558770636
934	1.558573631
935	1.558298217
936	1.55793507
937	1.55786419
938	1.557545221
939	1.557252471
940	1.557015428
941	1.556819421
942	1.556554092
943	1.556307302
944	1.555528678
945	1.555300173
946	1.55455534
947	1.554013732
948	1.553873704
949	1.553696992
950	1.553088605
951	1.552788485
952	1.552671786
953	1.552000196
954	1.550134424
955	1.549990062
956	1.549941528
957	1.549855514
958	1.549718047
959	1.548849044
960	1.548711579
961	1.54859221
962	1.54832449
963	1.547813162
964	1.54745123
965	1.54736186
966	1.546214179
967	1.546130036
968	1.545962621
969	1.545845974
970	1.54567696
971	1.545379932
972	1.545034472
973	1.544849118
974	1.544744817
975	1.54444768
976	1.544217272
977	1.54393398
978	1.543682709
979	1.543446741
980	1.542626248
981	1.542378828
982	1.54228248
983	1.542141616
984	1.541887537
985	1.541716119
986	1.540724115
987	1.540670675
988	1.540453008
989	1.539584894
990	1.539337595
991	1.53918538
992	1.538504869
993	1.538392366
994	1.538165881
995	1.538070536
996	1.537800375
997	1.537297223
998	1.536951287
999	1.536795255
1000	1.536733503
1001	1.536421287
1002	1.536032341
1003	1.535465549
1004	1.535268121
1005	1.535022055
1006	1.534699978
1007	1.534619271
1008	1.534520061
1009	1.534356925
1010	1.534251979
1011	1.533818428
1012	1.533606503
1013	1.533223107
1014	1.533050808
1015	1.532848509
1016	1.532744983
1017	1.532102097
1018	1.532017468
1019	1.531627504
1020	1.531568789
1021	1.530757117
1022	1.530370123
1023	1.530181307
1024	1.52999017
1025	1.529572534
1026	1.529406066
1027	1.528634101
1028	1.528466254
1029	1.528170176
1030	1.527971155
1031	1.527290199
1032	1.527059259
1033	1.526546228
1034	1.526350252
1035	1.526084015
1036	1.526007183
1037	1.525691009
1038	1.525443194
1039	1.525253849
1040	1.52488108
1041	1.524838446
1042	1.524746449
1043	1.524639046
1044	1.524362966
1045	1.524146743
1046	1.523933884
1047	1.523024096
1048	1.522918217
1049	1.522741197
1050	1.522509526
1051	1.522290545
1052	1.522207267
1053	1.522103114
1054	1.521934149
1055	1.521462223
1056	1.521310045
1057	1.520798639
1058	1.520558754
1059	1.520467598
1060	1.520161422
1061	1.519595131
1062	1.519204627
1063	1.51911966
1064	1.518995954
1065	1.518823421
1066	1.518118978
1067	1.517956533
1068	1.517733637
1069	1.517600215
1070	1.517433806
1071	1.516832025
1072	1.51671626
1073	1.51646377
1074	1.516340268
1075	1.516170609
1076	1.516021429
1077	1.515791012
1078	1.515612066
1079	1.515448998
1080	1.515015346
1081	1.514807218
1082	1.514491909
1083	1.514384466
1084	1.514312065
1085	1.514112012
1086	1.513618999
1087	1.513423973
1088	1.513272226
1089	1.51286425
1090	1.512520898
1091	1.512418176
1092	1.512270831
1093	1.512190073
1094	1.512028406
1095	1.511973455
1096	1.511880412
1097	1.511734728
1098	1.511554344
1099	1.511097814
1100	1.510992554
1101	1.510882829
1102	1.510622585
1103	1.51007262
1104	1.509935126
1105	1.509792394
1106	1.509631039
1107	1.509433985
1108	1.509140236
1109	1.509089103
1110	1.508990359
1111	1.508159427
1112	1.507756657
1113	1.507492845
1114	1.507305129
1115	1.507201733
1116	1.506678324
1117	1.506583829
1118	1.506110378
1119	1.505825786
1120	1.505731736
1121	1.505215004
1122	1.504737475
1123	1.504041552
1124	1.503948141
1125	1.503783127
1126	1.503495387
1127	1.503224087
1128	1.503058296
1129	1.502921718
1130	1.502743427
1131	1.502360769
1132	1.501731406
1133	1.501546631
1134	1.501484045
1135	1.501291482
1136	1.501185393
1137	1.501039807
1138	1.500970551
1139	1.500706345
1140	1.500532966
1141	1.50030543
1142	1.500223918
1143	1.500031954
1144	1.499330827
1145	1.499226761
1146	1.499147257
1147	1.499099331
1148	1.498876732
1149	1.498547686
1150	1.498008433
1151	1.497326981
1152	1.497143676
1153	1.4970799
1154	1.49660207
1155	1.49643851
1156	1.49629766
1157	1.49604217
1158	1.495946857
1159	1.495555179
1160	1.494941328
1161	1.494639289
1162	1.494458621
1163	1.49441347
1164	1.493547297
1165	1.492329902
1166	1.492169657
1167	1.491819061
1168	1.490881979
1169	1.490755912
1170	1.490125798
1171	1.490005035
1172	1.489913244
1173	1.489803291
1174	1.48965789
1175	1.489357089
1176	1.489113172
1177	1.488696695
1178	1.488198443
1179	1.487833205
1180	1.487639394
1181	1.487561146
1182	1.487353816
1183	1.487309871
1184	1.487203486
1185	1.487047764
1186	1.486896992
1187	1.486722094
1188	1.486506695
1189	1.486275481
1190	1.486016794
1191	1.485888867
1192	1.485782101
1193	1.485338627
1194	1.484941481
1195	1.484565067
1196	1.483721594
1197	1.483647467
1198	1.48311513
1199	1.483010658
1200	1.482685906
1201	1.482584464
1202	1.482390047
1203	1.482324272
1204	1.482243924
1205	1.482060271
1206	1.481939214
1207	1.48180475
1208	1.481637168
1209	1.481545965
1210	1.480967702
1211	1.480833797
1212	1.480678247
1213	1.480150868
1214	1.479972408
1215	1.479525005
1216	1.478808312
1217	1.478636888
1218	1.478584081
1219	1.478451353
1220	1.478327737
1221	1.478162875
1222	1.478020052
1223	1.477792757
1224	1.477396794
1225	1.477226652
1226	1.477100191
1227	1.477000814
1228	1.476081265
1229	1.475821347
1230	1.475147678
1231	1.474995561
1232	1.474922933
1233	1.474594719
1234	1.473959025
1235	1.473810417
1236	1.473669082
1237	1.473539426
1238	1.47346527
1239	1.473361655
1240	1.472939829
1241	1.472826239
1242	1.472288451
1243	1.472184644
1244	1.472040966
1245	1.47193418
1246	1.471871643
1247	1.471719398
1248	1.471644622
1249	1.471458157
1250	1.471299062
1251	1.471082992
1252	1.470929868
1253	1.470761322
1254	1.470611012
1255	1.470483287
1256	1.470321274
1257	1.470267388
1258	1.470225561
1259	1.469964624
1260	1.469847319
1261	1.468891861
1262	1.468771774
1263	1.4686345
1264	1.468336403
1265	1.467902514
1266	1.46780884
1267	1.467402216
1268	1.467069294
1269	1.466969901
1270	1.466780433
1271	1.46652412
1272	1.466273995
1273	1.466200395
1274	1.465518462
1275	1.465112383
1276	1.464335057
1277	1.464233135
1278	1.464034295
1279	1.463907767
1280	1.463350617
1281	1.462808297
1282	1.462670567
1283	1.462423697
1284	1.462059444
1285	1.461928708
1286	1.461881844
1287	1.461766087
1288	1.461230026
1289	1.461068226
1290	1.461008173
1291	1.460829825
1292	1.460627758
1293	1.460556172
1294	1.460189622
1295	1.459099972
1296	1.458967745
1297	1.458850238
1298	1.458772885
1299	1.458558934
1300	1.458386351
1301	1.458196597
1302	1.458076652
1303	1.457891259
1304	1.457822302
1305	1.457520793
1306	1.456426704
1307	1.456353592
1308	1.456262262
1309	1.4561401
1310	1.455759368
1311	1.455645401
1312	1.455497456
1313	1.455234085
1314	1.455127839
1315	1.454839459
1316	1.454516564
1317	1.454355549
1318	1.45393602
1319	1.453765184
1320	1.453691698
1321	1.453527275
1322	1.453390788
1323	1.452977753
1324	1.452751508
1325	1.452420767
1326	1.452170774
1327	1.452106028
1328	1.451864625
1329	1.451783587
1330	1.45165942
1331	1.451623996
1332	1.451261305
1333	1.450985396
1334	1.450563536
1335	1.450429361
1336	1.450198391
1337	1.450060156
1338	1.449991509
1339	1.449823964
1340	1.449692977
1341	1.449553854
1342	1.449227608
1343	1.449101849
1344	1.448812745
1345	1.448426096
1346	1.448357511
1347	1.448261587
1348	1.447862632
1349	1.447655962
1350	1.447569372
1351	1.447046914
1352	1.446856669
1353	1.446744407
1354	1.446648267
1355	1.446485739
1356	1.446339406
1357	1.446170405
1358	1.446098526
1359	1.446045377
1360	1.445871041
1361	1.445489001
1362	1.445275703
1363	1.445102448
1364	1.444754733
1365	1.444685158
1366	1.444431842
1367	1.444205372
1368	1.444089419
1369	1.442941996
1370	1.442824785
1371	1.442699305
1372	1.442589475
1373	1.442437336
1374	1.442058695
1375	1.441690772
1376	1.441542145
1377	1.44141397
1378	1.44103721
1379	1.440964936
1380	1.440820061
1381	1.44072951
1382	1.44063165
1383	1.440571081
1384	1.440163337
1385	1.440088753
1386	1.439770565
1387	1.439550194
1388	1.438934018
1389	1.438860875
1390	1.438795606
1391	1.437817098
1392	1.437404224
1393	1.437198506
1394	1.437060359
1395	1.436853376
1396	1.435854283
1397	1.435749117
1398	1.435688468
1399	1.43560704
1400	1.435503528
1401	1.435228638
1402	1.435036826
1403	1.434791405
1404	1.434313837
1405	1.434242057
1406	1.434149459
1407	1.433985857
1408	1.43379147
1409	1.433681807
1410	1.433600225
1411	1.433303492
1412	1.433146836
1413	1.433094139
1414	1.432930192
1415	1.432741271
1416	1.432071953
1417	1.431845249
1418	1.431783707
1419	1.431669437
1420	1.43159692
1421	1.430682178
1422	1.430538469
1423	1.430438735
1424	1.430180252
1425	1.429793519
1426	1.429683947
1427	1.429534244
1428	1.429458889
1429	1.429255222
1430	1.429056235
1431	1.428706152
1432	1.428513941
1433	1.42809417
1434	1.427978268
1435	1.427865005
1436	1.427714239
1437	1.427661819
1438	1.427531097
1439	1.427475583
1440	1.427325892
1441	1.427197113
1442	1.427083617
1443	1.426557238
1444	1.426449289
1445	1.426223381
1446	1.425884751
1447	1.425788193
1448	1.425708977
1449	1.425549593
1450	1.425062012
1451	1.424928013
1452	1.424578823
1453	1.423067169
1454	1.42281088
1455	1.422412416
1456	1.42226644
1457	1.422169722
1458	1.42203329
1459	1.421917029
1460	1.421780612
1461	1.42166357
1462	1.421435948
1463	1.421391814
1464	1.421064073
1465	1.42085934
1466	1.420659381
1467	1.419986471
1468	1.419825987
1469	1.419698411
1470	1.419575686
1471	1.419235053
1472	1.418957243
1473	1.41886179
1474	1.418417631
1475	1.418277515
1476	1.418079902
1477	1.418010783
1478	1.417892826
1479	1.417750057
1480	1.417272329
1481	1.416971056
1482	1.416940886
1483	1.416855662
1484	1.416737354
1485	1.416631287
1486	1.416501906
1487	1.416318345
1488	1.416058025
1489	1.415959921
1490	1.415880118
1491	1.415778076
1492	1.415645527
1493	1.415539043
1494	1.415464506
1495	1.415268456
1496	1.414955788
1497	1.41462427
1498	1.414560019
1499	1.414472133
1500	1.414199314
1501	1.414073273
1502	1.413981272
1503	1.413851405
1504	1.413732718
1505	1.413653757
1506	1.413579486
1507	1.413146072
1508	1.413059499
1509	1.412633252
1510	1.41255061
1511	1.412303641
1512	1.412156354
1513	1.412010799
1514	1.411970604
1515	1.411885465
1516	1.4117424
1517	1.411447834
1518	1.411258819
1519	1.410897525
1520	1.410765059
1521	1.410704942
1522	1.41059451
1523	1.410419896
1524	1.410161702
1525	1.410064747
1526	1.409763374
1527	1.409623099
1528	1.409413564
1529	1.408397176
1530	1.408215445
1531	1.408144922
1532	1.407978017
1533	1.407889286
1534	1.407816729
1535	1.407338933
1536	1.407226534
1537	1.407086737
1538	1.406947033
1539	1.406744619
1540	1.406518512
1541	1.406373649
1542	1.406288898
1543	1.406175037
1544	1.406129068
1545	1.405984545
1546	1.405881021
1547	1.405631374
1548	1.405254272
1549	1.405146886
1550	1.405043858
1551	1.404731677
1552	1.40466696
1553	1.404391016
1554	1.404293811
1555	1.404026676
1556	1.403899686
1557	1.403439917
1558	1.402846891
1559	1.402639868
1560	1.402449199
1561	1.402181581
1562	1.401281468
1563	1.400973974
1564	1.400902114
1565	1.39990634
1566	1.399332167
1567	1.399089359
1568	1.398952934
1569	1.398817545
1570	1.398627224
1571	1.398547528
1572	1.398456746
1573	1.398323267
1574	1.398255392
1575	1.398188656
1576	1.397839242
1577	1.397747564
1578	1.397677152
1579	1.397624183
1580	1.397222648
1581	1.396947835
1582	1.396766613
1583	1.39666641
1584	1.396555369
1585	1.396350514
1586	1.396223167
1587	1.395738175
1588	1.395663215
1589	1.395538985
1590	1.395396047
1591	1.395030524
1592	1.39411042
1593	1.394062383
1594	1.394022139
1595	1.393935969
1596	1.393837906
1597	1.393669806
1598	1.393642781
1599	1.393450891
1600	1.392591985
1601	1.392123208
1602	1.392054173
1603	1.391644312
1604	1.391208381
1605	1.391120222
1606	1.391027402
1607	1.390924263
1608	1.390685654
1609	1.390617601
1610	1.390565817
1611	1.390479953
1612	1.389741297
1613	1.389305665
1614	1.388897234
1615	1.388742741
1616	1.388009607
1617	1.387909416
1618	1.387794743
1619	1.387642502
1620	1.387511628
1621	1.387387476
1622	1.387313582
1623	1.387179249
1624	1.387130162
1625	1.386967078
1626	1.386839464
1627	1.386606713
1628	1.386524134
1629	1.386370162
1630	1.386226692
1631	1.38614876
1632	1.386055222
1633	1.385972913
1634	1.385854344
1635	1.385793116
1636	1.384994082
1637	1.384886204
1638	1.384717737
1639	1.384556458
1640	1.384247973
1641	1.384146934
1642	1.384077404
1643	1.383693937
1644	1.383613385
1645	1.382839438
1646	1.382722338
1647	1.3826636
1648	1.38237447
1649	1.382260709
1650	1.381600832
1651	1.381426128
1652	1.381338354
1653	1.381182332
1654	1.381088128
1655	1.380718838
1656	1.380553427
1657	1.380498079
1658	1.380128366
1659	1.379707066
1660	1.379428732
1661	1.379160297
1662	1.379014177
1663	1.378174594
