iter	Passed	Remaining
1659	82284	215129
1660	82332	215075
1661	82381	215025
1662	82430	214974
1663	82485	214937
1664	82538	214896
1665	82587	214845
1666	82630	214780
1667	82680	214730
1668	82728	214678
1669	82775	214620
1670	82825	214572
1671	82876	214526
1672	82918	214457
1673	82962	214394
1674	83012	214345
1675	83063	214300
1676	83108	214237
1677	83151	214173
1678	83198	214116
1679	83249	214069
1680	83298	214017
1681	83345	213962
1682	83393	213908
1683	83436	213844
1684	83486	213795
1685	83540	213756
1686	83592	213712
1687	83640	213658
1688	83686	213600
1689	83739	213559
1690	83786	213503
1691	83835	213453
1692	83886	213406
1693	83929	213341
1694	83976	213284
1695	84024	213232
1696	84077	213191
1697	84125	213137
1698	84174	213085
1699	84223	213035
1700	84270	212980
1701	84322	212937
1702	84371	212886
1703	84418	212829
1704	84463	212767
1705	84515	212726
1706	84566	212678
1707	84618	212636
1708	84669	212590
1709	84716	212534
1710	84764	212481
1711	84815	212435
1712	84861	212376
1713	84908	212321
1714	84952	212257
1715	84992	212183
1716	85035	212117
1717	85081	212060
1718	85130	212008
1719	85173	211942
1720	85223	211894
1721	85266	211830
1722	85315	211777
1723	85365	211729
1724	85411	211672
1725	85462	211625
1726	85508	211568
1727	85557	211517
1728	85608	211470
1729	85663	211434
1730	85714	211389
1731	85765	211343
1732	85816	211297
1733	85868	211254
1734	85919	211209
1735	85970	211163
1736	86018	211109
1737	86070	211065
1738	86119	211016
1739	86167	210962
1740	86214	210906
1741	86258	210842
1742	86304	210785
1743	86351	210728
1744	86398	210673
1745	86447	210623
1746	86490	210558
1747	86539	210507
1748	86587	210454
1749	86635	210399
1750	86678	210334
1751	86731	210295
1752	86779	210241
1753	86828	210189
1754	86877	210138
1755	86924	210084
1756	86973	210033
1757	87019	209975
1758	87068	209924
1759	87117	209872
1760	87163	209817
1761	87209	209759
1762	87261	209713
1763	87313	209671
1764	87361	209619
1765	87415	209580
1766	87464	209529
1767	87511	209474
1768	87557	209415
1769	87605	209362
1770	87651	209304
1771	87700	209254
1772	87752	209209
1773	87800	209157
1774	87849	209106
1775	87896	209051
1776	87941	208991
1777	87990	208940
1778	88037	208885
1779	88088	208838
1780	88136	208785
1781	88184	208732
1782	88234	208685
1783	88285	208639
1784	88335	208590
1785	88384	208538
1786	88430	208482
1787	88481	208436
1788	88530	208385
1789	88576	208327
1790	88620	208265
1791	88669	208214
1792	88722	208174
1793	88770	208121
1794	88825	208084
1795	88872	208029
1796	88917	207968
1797	88960	207905
1798	89002	207837
1799	89050	207785
1800	89096	207727
1801	89140	207664
1802	89187	207610
1803	89235	207555
1804	89284	207506
1805	89335	207460
1806	89386	207413
1807	89436	207366
1808	89489	207323
1809	89535	207268
1810	89583	207213
1811	89634	207168
1812	89685	207122
1813	89734	207072
1814	89784	207022
1815	89833	206973
1816	89885	206929
1817	89930	206868
1818	89984	206831
1819	90035	206785
1820	90084	206734
1821	90133	206684
1822	90179	206625
1823	90225	206569
1824	90274	206519
1825	90324	206471
1826	90371	206415
1827	90418	206359
1828	90465	206304
1829	90513	206252
1830	90563	206203
1831	90609	206147
1832	90654	206087
1833	90707	206046
1834	90760	206003
1835	90806	205946
1836	90854	205894
1837	90904	205845
1838	90954	205798
1839	91001	205742
1840	91045	205680
1841	91088	205617
1842	91137	205565
1843	91187	205518
1844	91234	205462
1845	91279	205402
1846	91328	205354
1847	91379	205307
1848	91429	205258
1849	91476	205205
1850	91524	205151
1851	91572	205099
1852	91620	205046
1853	91668	204993
1854	91720	204949
1855	91772	204905
1856	91823	204859
1857	91872	204810
1858	91923	204764
1859	91973	204716
1860	92019	204657
1861	92067	204605
1862	92116	204554
1863	92163	204499
1864	92214	204453
1865	92261	204399
1866	92308	204345
1867	92355	204289
1868	92405	204241
1869	92451	204184
1870	92498	204130
1871	92546	204077
1872	92597	204030
1873	92649	203986
1874	92700	203941
1875	92745	203881
1876	92790	203821
1877	92833	203758
1878	92878	203700
1879	92922	203639
1880	92968	203582
1881	93013	203521
1882	93061	203469
1883	93102	203401
1884	93149	203346
1885	93199	203300
1886	93247	203246
1887	93298	203200
1888	93346	203147
1889	93396	203099
1890	93445	203049
1891	93491	202993
1892	93539	202940
1893	93591	202897
1894	93637	202839
1895	93685	202786
1896	93731	202731
1897	93779	202679
1898	93826	202623
1899	93871	202565
1900	93921	202515
1901	93969	202463
1902	94018	202414
1903	94071	202371
1904	94122	202326
1905	94175	202283
1906	94225	202237
1907	94273	202184
1908	94321	202131
1909	94371	202084
1910	94418	202029
1911	94467	201978
1912	94518	201932
1913	94565	201877
1914	94618	201835
1915	94663	201776
1916	94710	201723
1917	94763	201682
1918	94814	201635
1919	94862	201582
1920	94906	201521
1921	94952	201465
1922	94997	201405
1923	95039	201342
1924	95085	201283
1925	95131	201228
1926	95181	201179
1927	95228	201126
1928	95283	201088
1929	95342	201058
1930	95390	201007
1931	95437	200952
1932	95485	200899
1933	95533	200847
1934	95580	200792
1935	95624	200731
1936	95678	200692
1937	95728	200644
1938	95775	200590
1939	95821	200532
1940	95867	200476
1941	95909	200412
1942	95956	200357
1943	96004	200305
1944	96055	200259
1945	96105	200212
1946	96157	200167
1947	96208	200122
1948	96261	200079
1949	96310	200028
1950	96359	199980
1951	96409	199930
1952	96457	199879
1953	96505	199826
1954	96551	199770
1955	96598	199716
1956	96647	199666
1957	96694	199610
1958	96746	199566
1959	96791	199508
1960	96837	199451
1961	96881	199391
1962	96924	199329
1963	96968	199268
1964	97017	199218
1965	97061	199159
1966	97103	199094
1967	97146	199032
1968	97193	198978
1969	97245	198933
1970	97289	198872
1971	97333	198813
1972	97382	198763
1973	97426	198702
1974	97471	198645
1975	97518	198590
1976	97568	198542
1977	97613	198483
1978	97660	198429
1979	97707	198375
1980	97753	198319
1981	97801	198267
1982	97848	198214
1983	97897	198163
1984	97945	198111
1985	97995	198064
1986	98043	198012
1987	98089	197955
1988	98141	197911
1989	98189	197859
1990	98238	197808
1991	98283	197751
1992	98334	197704
1993	98382	197652
1994	98429	197599
1995	98478	197549
1996	98525	197495
1997	98574	197444
1998	98621	197391
1999	98674	197348
2000	98723	197298
2001	98767	197238
2002	98816	197189
2003	98862	197133
2004	98907	197074
2005	98956	197024
2006	99003	196970
2007	99049	196914
2008	99093	196855
2009	99135	196791
2010	99184	196742
2011	99235	196696
2012	99284	196646
2013	99334	196597
2014	99385	196550
2015	99434	196501
2016	99482	196449
2017	99528	196393
2018	99578	196345
2019	99627	196296
2020	99672	196237
2021	99714	196174
2022	99761	196119
2023	99808	196065
2024	99857	196015
2025	99909	195972
2026	99959	195924
2027	100007	195872
2028	100054	195819
2029	100106	195775
2030	100156	195727
2031	100204	195674
2032	100252	195622
2033	100303	195576
2034	100352	195526
2035	100400	195474
2036	100447	195421
2037	100495	195370
2038	100542	195316
2039	100587	195257
2040	100635	195205
2041	100687	195162
2042	100737	195113
2043	100789	195069
2044	100836	195016
2045	100879	194955
2046	100928	194905
2047	100978	194856
2048	101025	194803
2049	101067	194739
2050	101109	194677
2051	101158	194626
2052	101206	194574
2053	101255	194524
2054	101302	194471
2055	101350	194419
2056	101394	194360
2057	101446	194315
2058	101501	194277
2059	101542	194212
2060	101588	194157
2061	101636	194105
2062	101682	194048
2063	101732	194002
2064	101782	193952
2065	101831	193904
2066	101879	193852
2067	101925	193797
2068	101973	193743
2069	102023	193697
2070	102070	193643
2071	102117	193589
2072	102170	193546
2073	102218	193495
2074	102264	193439
2075	102309	193383
2076	102356	193329
2077	102402	193274
2078	102451	193223
2079	102496	193165
2080	102546	193117
2081	102595	193069
2082	102647	193024
2083	102691	192965
2084	102739	192913
2085	102788	192863
2086	102830	192801
2087	102873	192739
2088	102919	192684
2089	102960	192620
2090	103003	192559
2091	103051	192507
2092	103094	192445
2093	103140	192391
2094	103189	192340
2095	103235	192286
2096	103283	192233
2097	103328	192178
2098	103379	192131
2099	103430	192084
2100	103483	192042
2101	103529	191988
2102	103577	191936
2103	103626	191886
2104	103671	191830
2105	103722	191782
2106	103772	191735
2107	103820	191684
2108	103866	191629
2109	103912	191573
2110	103960	191521
2111	104011	191474
2112	104062	191429
2113	104114	191386
2114	104160	191330
2115	104208	191277
2116	104253	191221
2117	104299	191165
2118	104343	191108
2119	104392	191057
2120	104438	191003
2121	104483	190945
2122	104532	190896
2123	104578	190841
2124	104629	190794
2125	104677	190744
2126	104722	190686
2127	104772	190638
2128	104815	190579
2129	104857	190515
2130	104904	190462
2131	104948	190403
2132	104995	190350
2133	105040	190292
2134	105084	190235
2135	105136	190191
2136	105184	190138
2137	105232	190087
2138	105277	190030
2139	105319	189969
2140	105368	189919
2141	105415	189866
2142	105466	189820
2143	105511	189762
2144	105557	189707
2145	105604	189655
2146	105654	189606
2147	105702	189555
2148	105756	189514
2149	105806	189467
2150	105854	189416
2151	105902	189364
2152	105947	189307
2153	105997	189259
2154	106042	189204
2155	106092	189156
2156	106139	189102
2157	106186	189049
2158	106237	189003
2159	106287	188955
2160	106336	188906
2161	106384	188854
2162	106426	188793
2163	106473	188738
2164	106523	188691
2165	106567	188633
2166	106614	188580
2167	106661	188527
2168	106712	188481
2169	106766	188439
2170	106811	188384
2171	106857	188329
2172	106901	188270
2173	106945	188211
2174	106988	188151
2175	107030	188091
2176	107079	188041
2177	107124	187984
2178	107173	187934
2179	107222	187885
2180	107269	187832
2181	107318	187781
2182	107365	187729
2183	107415	187681
2184	107465	187634
2185	107510	187577
2186	107554	187520
2187	107601	187467
2188	107652	187420
2189	107701	187371
2190	107752	187325
2191	107805	187282
2192	107856	187237
2193	107904	187185
2194	107951	187132
2195	108001	187084
2196	108052	187037
2197	108099	186985
2198	108148	186936
2199	108195	186882
2200	108245	186835
2201	108295	186787
2202	108345	186739
2203	108392	186686
2204	108441	186636
2205	108486	186580
2206	108534	186530
2207	108582	186478
2208	108632	186430
2209	108679	186377
2210	108726	186324
2211	108770	186266
2212	108814	186209
2213	108864	186161
2214	108910	186106
2215	108952	186045
2216	108997	185988
2217	109038	185925
2218	109084	185870
2219	109137	185829
2220	109186	185778
2221	109233	185725
2222	109276	185667
2223	109322	185612
2224	109371	185562
2225	109420	185513
2226	109473	185470
2227	109517	185413
2228	109565	185361
2229	109611	185307
2230	109657	185252
2231	109705	185201
2232	109751	185148
2233	109800	185097
2234	109848	185046
2235	109895	184993
2236	109948	184951
2237	109996	184899
2238	110043	184846
2239	110089	184792
2240	110138	184744
2241	110189	184697
2242	110241	184653
2243	110289	184602
2244	110336	184550
2245	110385	184500
2246	110434	184450
2247	110485	184405
2248	110534	184355
2249	110582	184303
2250	110633	184258
2251	110681	184207
2252	110730	184158
2253	110781	184110
2254	110830	184062
2255	110877	184009
2256	110923	183954
2257	110969	183901
2258	111015	183846
2259	111062	183793
2260	111110	183742
2261	111156	183688
2262	111200	183631
2263	111245	183575
2264	111295	183526
2265	111343	183476
2266	111392	183427
2267	111434	183366
2268	111484	183318
2269	111534	183270
2270	111584	183222
2271	111630	183168
2272	111677	183116
2273	111721	183058
2274	111765	183001
2275	111817	182955
2276	111865	182906
2277	111914	182855
2278	111962	182805
2279	112007	182748
2280	112060	182706
2281	112110	182658
2282	112157	182606
2283	112202	182550
2284	112247	182493
2285	112295	182443
2286	112343	182392
2287	112391	182341
2288	112433	182280
2289	112483	182233
2290	112530	182180
2291	112580	182133
2292	112630	182085
2293	112674	182027
2294	112718	181970
2295	112765	181918
2296	112811	181863
2297	112853	181802
2298	112894	181741
2299	112941	181688
2300	112987	181635
2301	113035	181583
2302	113083	181532
2303	113130	181479
2304	113179	181431
2305	113230	181384
2306	113277	181332
2307	113325	181280
2308	113374	181231
2309	113423	181183
2310	113472	181134
2311	113515	181074
2312	113562	181022
2313	113610	180971
2314	113658	180921
2315	113708	180872
2316	113757	180823
2317	113806	180774
2318	113855	180724
2319	113902	180672
2320	113952	180625
2321	114001	180576
2322	114049	180524
2323	114096	180472
2324	114153	180436
2325	114201	180385
2326	114246	180329
2327	114292	180275
2328	114339	180223
2329	114387	180172
2330	114437	180124
2331	114487	180076
2332	114535	180026
2333	114577	179966
2334	114624	179914
2335	114669	179858
2336	114712	179799
2337	114759	179747
2338	114806	179694
2339	114852	179641
2340	114895	179582
2341	114939	179525
2342	114985	179471
2343	115030	179415
2344	115072	179355
2345	115120	179305
2346	115167	179252
2347	115219	179208
2348	115263	179151
2349	115308	179095
2350	115356	179045
2351	115405	178995
2352	115453	178945
2353	115498	178890
2354	115547	178840
2355	115598	178795
2356	115642	178737
2357	115693	178692
2358	115745	178647
2359	115793	178596
2360	115839	178542
2361	115885	178489
2362	115932	178437
2363	115980	178386
2364	116030	178338
2365	116077	178286
2366	116123	178231
2367	116169	178178
2368	116217	178128
2369	116272	178088
2370	116320	178037
2371	116370	177990
2372	116418	177938
2373	116470	177894
2374	116521	177847
2375	116570	177799
2376	116615	177744
2377	116663	177693
2378	116709	177639
2379	116755	177585
2380	116801	177532
2381	116845	177476
2382	116889	177418
2383	116936	177366
2384	116978	177307
2385	117022	177249
2386	117068	177196
2387	117114	177142
2388	117161	177090
2389	117211	177042
2390	117260	176994
2391	117305	176938
2392	117352	176886
2393	117396	176830
2394	117443	176778
2395	117492	176729
2396	117543	176683
2397	117589	176629
2398	117637	176579
2399	117685	176527
2400	117733	176477
2401	117777	176420
2402	117824	176369
2403	117873	176320
2404	117922	176270
2405	117978	176232
2406	118031	176188
2407	118079	176139
2408	118131	176093
2409	118177	176040
2410	118225	175989
2411	118275	175942
2412	118324	175893
2413	118374	175845
2414	118421	175793
2415	118474	175750
2416	118524	175703
2417	118571	175650
2418	118618	175598
2419	118665	175547
2420	118711	175493
2421	118762	175447
2422	118808	175393
2423	118850	175334
2424	118902	175289
2425	118945	175231
2426	118988	175173
2427	119034	175120
2428	119083	175070
2429	119135	175026
2430	119189	174983
2431	119238	174934
2432	119281	174876
2433	119334	174834
2434	119385	174787
2435	119437	174743
2436	119482	174688
2437	119528	174635
2438	119576	174585
2439	119624	174534
2440	119675	174487
2441	119719	174431
2442	119763	174375
2443	119811	174324
2444	119859	174274
2445	119906	174222
2446	119958	174178
2447	120010	174132
2448	120059	174084
2449	120109	174035
2450	120158	173986
2451	120209	173941
2452	120260	173895
2453	120309	173845
2454	120360	173798
2455	120408	173749
2456	120456	173698
2457	120507	173651
2458	120557	173605
2459	120608	173558
2460	120660	173514
2461	120708	173462
2462	120754	173410
2463	120802	173359
2464	120843	173299
2465	120895	173253
2466	120946	173207
2467	120989	173149
2468	121040	173103
2469	121088	173053
2470	121136	173003
2471	121185	172953
2472	121231	172900
2473	121278	172848
2474	121324	172795
2475	121370	172741
2476	121423	172698
2477	121471	172648
2478	121522	172601
2479	121570	172552
2480	121618	172501
2481	121664	172448
2482	121714	172400
2483	121762	172350
2484	121811	172301
2485	121856	172245
2486	121903	172193
2487	121948	172139
2488	121997	172090
2489	122047	172043
2490	122099	171998
2491	122144	171943
2492	122192	171892
2493	122239	171841
2494	122294	171800
2495	122339	171746
2496	122386	171693
2497	122432	171640
2498	122483	171594
2499	122531	171544
2500	122581	171496
2501	122629	171446
2502	122675	171392
2503	122721	171339
2504	122769	171289
2505	122817	171238
2506	122865	171187
2507	122911	171135
2508	122955	171078
2509	122999	171023
2510	123046	170971
2511	123093	170919
2512	123144	170873
2513	123193	170824
2514	123240	170772
2515	123284	170716
2516	123330	170663
2517	123377	170612
2518	123426	170563
2519	123477	170516
2520	123524	170464
2521	123574	170417
2522	123622	170366
2523	123673	170321
2524	123719	170268
2525	123769	170220
2526	123818	170170
2527	123868	170123
2528	123913	170068
2529	123959	170015
2530	124008	169966
2531	124058	169918
2532	124109	169872
2533	124154	169817
2534	124201	169766
2535	124249	169716
2536	124298	169666
2537	124350	169621
2538	124396	169568
2539	124443	169517
2540	124487	169461
2541	124536	169412
2542	124584	169361
2543	124632	169311
2544	124684	169266
2545	124734	169218
2546	124780	169166
2547	124823	169109
2548	124865	169051
2549	124912	168999
2550	124956	168942
2551	124999	168886
2552	125049	168838
2553	125103	168796
2554	125160	168758
2555	125216	168718
2556	125266	168671
2557	125311	168617
2558	125358	168564
2559	125405	168513
2560	125453	168463
2561	125502	168413
2562	125555	168370
2563	125602	168318
2564	125648	168265
2565	125697	168216
2566	125747	168169
2567	125797	168121
2568	125842	168066
2569	125893	168020
2570	125942	167972
2571	125990	167922
2572	126042	167876
2573	126090	167826
2574	126136	167774
2575	126184	167723
2576	126233	167674
2577	126279	167621
2578	126326	167570
2579	126371	167516
2580	126423	167471
2581	126469	167417
2582	126515	167364
2583	126566	167319
2584	126616	167270
2585	126663	167219
2586	126711	167168
2587	126756	167114
2588	126795	167053
2589	126841	167000
2590	126882	166939
2591	126926	166884
2592	126970	166829
2593	127014	166773
2594	127060	166720
2595	127111	166674
2596	127158	166623
2597	127208	166575
2598	127254	166522
2599	127305	166476
2600	127361	166436
2601	127408	166384
2602	127454	166331
2603	127504	166284
2604	127555	166238
2605	127608	166194
2606	127660	166149
2607	127709	166100
2608	127759	166053
2609	127808	166004
2610	127857	165955
2611	127909	165909
2612	127961	165864
2613	128011	165817
2614	128062	165771
2615	128108	165718
2616	128156	165667
2617	128202	165615
2618	128249	165564
2619	128297	165513
2620	128347	165465
2621	128396	165417
2622	128445	165367
2623	128493	165318
2624	128543	165270
2625	128588	165215
2626	128631	165159
2627	128677	165107
2628	128719	165049
2629	128762	164991
2630	128807	164938
2631	128849	164880
2632	128894	164826
2633	128940	164773
2634	128985	164719
2635	129032	164668
2636	129076	164612
2637	129119	164556
2638	129167	164506
2639	129211	164450
2640	129259	164400
2641	129307	164350
2642	129354	164299
2643	129397	164242
2644	129445	164192
2645	129497	164147
2646	129551	164104
2647	129601	164057
2648	129650	164009
2649	129697	163956
2650	129742	163902
2651	129788	163850
2652	129832	163796
2653	129882	163748
2654	129931	163698
2655	129980	163649
2656	130028	163599
2657	130077	163550
2658	130123	163498
2659	130167	163444
2660	130217	163395
2661	130265	163346
2662	130312	163294
2663	130355	163237
2664	130400	163184
2665	130448	163133
2666	130495	163082
2667	130550	163040
2668	130599	162992
2669	130647	162942
2670	130697	162895
2671	130744	162843
2672	130795	162796
2673	130839	162741
2674	130881	162684
2675	130924	162627
2676	130972	162578
2677	131023	162531
2678	131074	162485
2679	131120	162432
2680	131168	162383
2681	131214	162329
2682	131263	162281
2683	131310	162230
2684	131355	162176
2685	131403	162126
2686	131446	162070
2687	131498	162024
2688	131546	161975
2689	131592	161922
2690	131637	161868
2691	131683	161816
2692	131731	161765
2693	131779	161715
2694	131829	161668
2695	131877	161618
2696	131926	161569
2697	131971	161515
2698	132020	161466
2699	132065	161413
2700	132119	161370
2701	132165	161317
2702	132213	161268
2703	132259	161216
2704	132305	161163
2705	132350	161110
2706	132400	161061
2707	132446	161009
2708	132495	160961
2709	132544	160911
2710	132592	160861
2711	132641	160812
2712	132687	160760
2713	132730	160705
2714	132772	160646
2715	132816	160592
2716	132858	160535
2717	132899	160477
2718	132941	160420
2719	132987	160367
2720	133040	160323
2721	133087	160272
2722	133133	160219
2723	133180	160168
2724	133226	160116
2725	133273	160064
2726	133322	160015
2727	133371	159967
2728	133415	159913
2729	133461	159861
2730	133504	159804
2731	133549	159751
2732	133598	159702
2733	133651	159658
2734	133707	159617
2735	133752	159564
2736	133797	159511
2737	133846	159462
2738	133892	159409
2739	133939	159358
2740	133988	159309
2741	134041	159266
2742	134086	159212
2743	134134	159162
2744	134176	159105
2745	134225	159056
2746	134274	159008
2747	134322	158958
2748	134375	158913
2749	134421	158861
2750	134467	158808
2751	134511	158755
2752	134564	158710
2753	134610	158658
2754	134660	158611
2755	134703	158554
2756	134752	158506
2757	134797	158453
2758	134841	158397
2759	134888	158347
2760	134931	158291
2761	134978	158240
2762	135029	158194
2763	135076	158142
2764	135121	158089
2765	135169	158040
2766	135216	157988
2767	135269	157944
2768	135316	157894
2769	135364	157844
2770	135411	157793
2771	135461	157744
2772	135509	157695
2773	135555	157642
2774	135603	157593
2775	135648	157539
2776	135694	157488
2777	135741	157436
2778	135795	157393
2779	135842	157342
2780	135890	157292
2781	135935	157239
2782	135981	157187
2783	136029	157138
2784	136072	157081
2785	136118	157030
2786	136169	156983
2787	136217	156932
2788	136265	156883
2789	136319	156840
2790	136367	156791
2791	136416	156742
2792	136463	156691
2793	136514	156645
2794	136561	156593
2795	136612	156547
2796	136662	156500
2797	136706	156444
2798	136751	156392
2799	136796	156339
2800	136841	156285
2801	136886	156232
2802	136927	156174
2803	136971	156120
2804	137024	156075
2805	137076	156030
2806	137122	155978
2807	137166	155924
2808	137213	155873
2809	137264	155827
2810	137311	155776
2811	137357	155724
2812	137404	155673
2813	137450	155620
2814	137502	155575
2815	137550	155525
2816	137599	155477
2817	137651	155432
2818	137695	155378
2819	137743	155327
2820	137790	155277
2821	137842	155231
2822	137895	155187
2823	137942	155136
2824	137993	155089
2825	138039	155038
2826	138087	154988
2827	138136	154939
2828	138183	154888
2829	138230	154837
2830	138280	154790
2831	138327	154739
2832	138376	154691
2833	138427	154643
2834	138475	154594
2835	138528	154549
2836	138577	154501
2837	138624	154451
2838	138669	154397
2839	138711	154341
2840	138760	154291
2841	138800	154233
2842	138841	154175
2843	138884	154121
2844	138925	154063
2845	138972	154012
2846	139022	153964
2847	139066	153910
2848	139111	153857
2849	139156	153804
2850	139204	153754
2851	139253	153705
2852	139302	153657
2853	139348	153606
2854	139396	153556
2855	139439	153500
2856	139491	153455
2857	139541	153408
2858	139592	153361
2859	139638	153309
2860	139682	153255
2861	139727	153202
2862	139773	153150
2863	139820	153099
2864	139868	153049
2865	139917	153001
2866	139961	152947
2867	140017	152906
2868	140061	152851
2869	140107	152799
2870	140154	152749
2871	140203	152700
2872	140250	152649
2873	140298	152600
2874	140345	152549
2875	140391	152497
2876	140443	152451
2877	140495	152406
2878	140547	152361
2879	140593	152309
2880	140641	152259
2881	140688	152209
2882	140735	152158
2883	140779	152104
2884	140824	152051
2885	140866	151995
2886	140908	151938
2887	140953	151886
2888	141006	151841
2889	141053	151790
2890	141098	151738
2891	141147	151689
2892	141195	151640
2893	141243	151590
2894	141291	151540
2895	141340	151491
2896	141386	151439
2897	141433	151389
2898	141482	151340
2899	141528	151289
2900	141573	151235
2901	141622	151187
2902	141670	151138
2903	141716	151086
2904	141767	151039
2905	141824	150999
2906	141869	150947
2907	141917	150897
2908	141968	150850
2909	142016	150801
2910	142064	150750
2911	142113	150702
2912	142159	150651
2913	142207	150601
2914	142257	150553
2915	142306	150505
2916	142351	150452
2917	142401	150404
2918	142446	150352
2919	142497	150305
2920	142543	150254
2921	142591	150204
2922	142638	150153
2923	142683	150100
2924	142725	150045
2925	142766	149988
2926	142810	149933
2927	142857	149883
2928	142900	149828
2929	142942	149772
2930	142993	149725
2931	143044	149679
2932	143091	149629
2933	143137	149577
2934	143188	149530
2935	143234	149478
2936	143284	149431
2937	143332	149381
2938	143375	149327
2939	143416	149270
2940	143458	149214
2941	143511	149169
2942	143555	149116
2943	143603	149066
2944	143650	149016
2945	143695	148963
2946	143741	148911
2947	143792	148864
2948	143834	148809
2949	143881	148758
2950	143924	148704
2951	143978	148660
2952	144025	148610
2953	144072	148559
2954	144119	148509
2955	144166	148457
2956	144212	148406
2957	144260	148356
2958	144304	148303
2959	144355	148256
2960	144401	148204
2961	144447	148154
2962	144500	148109
2963	144549	148060
2964	144598	148012
2965	144642	147958
2966	144684	147902
2967	144726	147847
2968	144775	147798
2969	144817	147743
2970	144858	147686
2971	144901	147631
2972	144946	147579
2973	144998	147533
2974	145043	147481
2975	145091	147431
2976	145139	147382
2977	145187	147332
2978	145234	147281
2979	145283	147233
2980	145333	147186
2981	145378	147133
2982	145429	147087
2983	145480	147040
2984	145523	146985
2985	145569	146934
2986	145617	146884
2987	145667	146837
2988	145716	146788
2989	145760	146735
2990	145809	146687
2991	145860	146640
2992	145903	146586
2993	145950	146535
2994	145998	146485
2995	146045	146435
2996	146091	146384
2997	146137	146332
2998	146184	146281
2999	146227	146227
3000	146278	146180
3001	146329	146134
3002	146376	146084
3003	146422	146032
3004	146472	145985
3005	146528	145944
3006	146577	145895
3007	146623	145843
3008	146669	145792
3009	146712	145737
3010	146755	145683
3011	146795	145625
3012	146838	145571
3013	146886	145522
3014	146930	145468
3015	146984	145424
3016	147033	145376
3017	147077	145323
3018	147122	145270
3019	147172	145222
3020	147218	145171
3021	147263	145119
3022	147309	145067
3023	147357	145018
3024	147407	144970
3025	147453	144919
3026	147502	144871
3027	147553	144824
3028	147601	144774
3029	147644	144720
3030	147692	144671
3031	147737	144619
3032	147787	144571
3033	147835	144522
3034	147886	144475
3035	147934	144426
3036	147982	144377
3037	148029	144326
3038	148076	144276
3039	148125	144227
3040	148172	144177
3041	148219	144127
3042	148266	144076
3043	148313	144025
3044	148362	143977
3045	148410	143927
3046	148462	143882
3047	148513	143836
3048	148562	143787
3049	148610	143737
3050	148654	143685
3051	148700	143633
3052	148741	143577
3053	148784	143523
3054	148830	143472
3055	148874	143418
3056	148916	143363
3057	148968	143317
3058	149017	143269
3059	149064	143219
3060	149112	143169
3061	149158	143117
3062	149205	143068
3063	149254	143019
3064	149300	142968
3065	149346	142916
3066	149393	142866
3067	149442	142818
3068	149489	142767
3069	149538	142719
3070	149584	142667
3071	149633	142619
3072	149679	142568
3073	149727	142519
3074	149772	142466
3075	149821	142418
3076	149867	142366
3077	149914	142316
3078	149964	142269
3079	150012	142219
3080	150060	142170
3081	150108	142120
3082	150154	142069
3083	150201	142019
3084	150247	141968
3085	150291	141915
3086	150338	141864
3087	150390	141818
3088	150435	141767
3089	150483	141717
3090	150537	141673
3091	150588	141626
3092	150638	141579
3093	150682	141526
3094	150725	141472
3095	150764	141414
3096	150809	141362
3097	150854	141310
3098	150896	141255
3099	150944	141205
3100	150989	141154
3101	151036	141104
3102	151084	141054
3103	151132	141004
3104	151180	140955
3105	151232	140909
3106	151280	140860
3107	151328	140811
3108	151375	140760
3109	151423	140711
3110	151471	140662
3111	151523	140617
3112	151568	140565
3113	151619	140517
3114	151669	140470
3115	151720	140424
3116	151771	140377
3117	151818	140327
3118	151865	140277
3119	151912	140227
3120	151961	140178
3121	152007	140127
3122	152058	140080
3123	152104	140029
3124	152151	139979
3125	152198	139929
3126	152245	139879
3127	152290	139826
3128	152341	139780
3129	152386	139728
3130	152432	139677
3131	152481	139628
3132	152526	139576
3133	152574	139527
3134	152620	139476
3135	152665	139424
3136	152706	139368
3137	152749	139314
3138	152793	139261
3139	152833	139204
3140	152879	139154
3141	152927	139104
3142	152975	139055
3143	153022	139005
3144	153075	138960
3145	153118	138906
3146	153167	138858
3147	153220	138813
3148	153271	138766
3149	153319	138717
3150	153366	138667
3151	153413	138617
3152	153462	138568
3153	153506	138516
3154	153553	138465
3155	153596	138412
3156	153644	138362
3157	153692	138313
3158	153738	138262
3159	153786	138212
3160	153835	138164
3161	153880	138112
3162	153928	138063
3163	153982	138019
3164	154032	137972
3165	154080	137923
3166	154131	137876
3167	154175	137823
3168	154219	137771
3169	154272	137726
3170	154316	137673
3171	154362	137621
3172	154412	137574
3173	154460	137525
3174	154507	137474
3175	154554	137425
3176	154601	137375
3177	154643	137320
3178	154688	137268
3179	154733	137216
3180	154779	137165
3181	154823	137112
3182	154866	137058
3183	154912	137007
3184	154958	136957
3185	155016	136916
3186	155070	136872
3187	155127	136831
3188	155174	136781
3189	155220	136730
3190	155267	136679
3191	155313	136629
3192	155362	136580
3193	155403	136525
3194	155455	136479
3195	155501	136428
3196	155548	136378
3197	155600	136332
3198	155647	136282
3199	155696	136234
3200	155746	136187
3201	155793	136137
3202	155845	136090
3203	155897	136044
3204	155950	136000
3205	156004	135956
3206	156052	135907
3207	156098	135856
3208	156144	135805
3209	156195	135759
3210	156241	135708
3211	156288	135657
3212	156332	135605
